id,finding_aid_link,title,type,number,group,digital_collection,category,subject,description
spec00001,https://archiveswest.orbiscascade.org/ark:/80444/xv68062,"Office of Price Administration, Latah County. Records, 1942-1945",MG,1,MG 1,,,government;latah county;world wars;,
spec00002,https://archiveswest.orbiscascade.org/ark:/80444/xv00689/,"Francis Laney. Papers, 1867-1938",MG,2,MG 2,,university;mining,idaho,
spec00003,https://archiveswest.orbiscascade.org/ark:/80444/xv33522/,"Nell K. Irion. Papers, 1916-1944",MG,3,MG 3,,,women;idaho,
spec00004,https://search.lib.uidaho.edu/UID:CP71179075410001451,"Republican Party (Idaho).  State Assembly. Transcripts, 1970-1980. ",MG,4,MG 4,,,idaho;government;politics,
spec00005,https://archiveswest.orbiscascade.org/ark:/80444/xv66353,"Stanly Easton. Papers, 1900-1916",MG,5,MG 5,https://www.lib.uidaho.edu/digital/bunkerhill,mining,,
spec00006,https://archiveswest.orbiscascade.org/ark:/80444/xv99186,"Weldon Brinton Heyburn. Papers, 1889-1911",MG,6,MG 6,,,politics;idaho,
spec00007,https://archiveswest.orbiscascade.org/ark:/80444/xv31811/,"Phi Kappa Phi. Records, 1952-1986",MG,7,MG 7,,university,,
spec00008,https://archiveswest.orbiscascade.org/ark:/80444/xv64985/,"George L. Shoup. Papers, 1861-1958",MG,8,MG 8,,,business;idaho,
spec00009,https://archiveswest.orbiscascade.org/ark:/80444/xv97816,"James Franklin Ailshie. Papers, 1902-1931",MG,9,MG 9,,,government;politics,
spec00010,https://archiveswest.orbiscascade.org/ark:/80444/xv30443,"William Edgar Borah. Scrapbooks, 1903-1947",MG,10,MG 10,,,government;politics,
spec00011,https://archiveswest.orbiscascade.org/ark:/80444/xv63274,"Clarence A. Bottolfsen. Papers, 1926-1964",MG,11,MG 11,,,government;politics;idaho,
spec00012,https://archiveswest.orbiscascade.org/ark:/80444/xv96107,"Craig Mountain Lumber Company. Records, 1909-1956",MG,12,MG 12,,,lumber,
spec00013,https://archiveswest.orbiscascade.org/ark:/80444/xv19424,"John E. Hayes. Papers, 1902-1937",MG,13,MG 13,,,water,
spec00014,https://archiveswest.orbiscascade.org/ark:/80444/xv61565,"Star Hardware Company. Records, 1914-1931",MG,14,MG 14,,,business,
spec00015,https://archiveswest.orbiscascade.org/ark:/80444/xv94398,"First National Bank of Wallace. Records, 1892-1949",MG,15,MG 15,,,business,
spec00016,https://archiveswest.orbiscascade.org/ark:/80444/xv27023/,"Kootenai County, Idaho. Attorney. CAB Hearing Records, 1965-1966",MG,16,MG 16,,,legal documents,
spec00017,https://search.lib.uidaho.edu/UID:CP71138704790001451,"Soda Springs Land and Cattle Company. Papers, 1889-1891. ",MG,17,MG 17,,,agriculture;business,
spec00018,https://archiveswest.orbiscascade.org/ark:/80444/xv59856,"Cornelius James Brosnan. Papers, 1917-1950",MG,18,MG 18,,university,idaho;,
spec00019,https://search.lib.uidaho.edu/UID:CP71111604070001451,"George R. Trask. Papers, 1889-1916",MG,19,MG 19,,,environmental,
spec00020,https://search.lib.uidaho.edu/UID:CP71111610180001451,"Idaho Memorial Building Association. Records, 1929",MG,20,MG 20,,,military,
spec00021,https://archiveswest.orbiscascade.org/ark:/80444/xv93028,"American Society for Range Management. Idaho Section. Records, 1951-1969",MG,21,MG 21,,,environmental,
spec00022,https://archiveswest.orbiscascade.org/ark:/80444/xv25655,"Barzilla W. Clark. Papers, 1937-1938",MG,22,MG 22,,,government,
spec00023,https://archiveswest.orbiscascade.org/ark:/80444/xv58486,"Harry W. Marsh. Papers, 1918-1966",MG,23,MG 23,,mining,,
spec00024,https://archiveswest.orbiscascade.org/ark:/80444/xv91319,"James M. Lyle. Papers, 1883-1949",MG,24,MG 24,,,business,
spec00025,https://archiveswest.orbiscascade.org/ark:/80444/xv23945,"The Pleiades Club. Records, 1892-1985",MG,25,MG 25,,,clubs;women,
spec00026,https://archiveswest.orbiscascade.org/ark:/80444/xv56777,"J. Neilson Barry. Papers, 1932-1958",MG,26,MG 26,,forestry,,
spec00027,https://archiveswest.orbiscascade.org/ark:/80444/xv89609/,"A.W. Post Family. Papers, 1862-1966",MG,27,MG 27,,,business,
spec00028,https://search.lib.uidaho.edu/UID:CP71115615290001451,"Clara Ransom Davis. Papers, 1883-1957",MG,28,MG 28,,,,
spec00029,https://archiveswest.orbiscascade.org/ark:/80444/xv22235,"Idaho Library Association. Records, 1915-1988",MG,29,MG 29,,,business,
spec00030,https://search.lib.uidaho.edu/UID:CP71138712740001451,"Mackay (Idaho).  Justice Court. Dockets, 1914-1932",MG,30,MG 30,,,legal documents,
spec00031,https://archiveswest.orbiscascade.org/ark:/80444/xv55068,"Musselshell Mining Company. Records, 1901-1908",MG,31,MG 31,,mining,,
spec00032,https://search.lib.uidaho.edu/UID:CP71138713430001451,"Charles Hoffman Farm. Records, 1885-1912. ",MG,32,MG 32,,,business,
spec00033,https://search.lib.uidaho.edu/UID:CP71147029510001451,"John H. Botten Hardware and Furniture. Records, 1901-1935. ",MG,33,MG 33,,,business,
spec00034,https://search.lib.uidaho.edu/UID:CP71147028790001451,"Moscow Commercial Bank (Idaho). Records, 1889-1895",MG,34,MG 34,,,business,
spec00035,https://search.lib.uidaho.edu/UID:CP71147027980001451,"Fred H. Saylor. Scrapbooks, 1888-1926",MG,35,MG 35,,,pacific northwest;scrapbooks,
spec00036,https://archiveswest.orbiscascade.org/ark:/80444/xv88241,"Charles W. Clarke. Papers, 1889-1894",MG,36,MG 36,,,business,
spec00037,https://search.lib.uidaho.edu/UID:CP71147028940001451,"Spurs.  University of Idaho Chapter. Notebooks, 1963-1978",MG,37,MG 37,,university,,
spec00038,https://archiveswest.orbiscascade.org/ark:/80444/xv20866,"Herman Welker. Papers, 1950-1956",MG,38,MG 38,,,government;scrapbooks,
spec00039,https://archiveswest.orbiscascade.org/ark:/80444/xv53698,"Anton Hanson Family. Papers, 1909-1939",MG,39,MG 39,,,,
spec00040,https://search.lib.uidaho.edu/UID:CP71115656850001451,"Latah County Protective Association. Records, 1917-1918",MG,40,MG 40,,,business;agriculture,
spec00041,https://archiveswest.orbiscascade.org/ark:/80444/xv86531,"Charles Hayward. Papers, 1830-1885",MG,41,MG 41,,,legal documents;letters,
spec00042,https://archiveswest.orbiscascade.org/ark:/80444/xv19157,"Edward Maslin Hulme. Scrapbooks, 1900-1917",MG,42,MG 42,,university,scrapbooks,
spec00043,https://archiveswest.orbiscascade.org/ark:/80444/xv51990/,"George Frederick Jewett, Sr. Papers, 1901-1950",MG,43,MG 43,,forestry,,
spec00044,https://archiveswest.orbiscascade.org/ark:/80444/xv84821,"Gracie Pfost. Papers, 1950-1962",MG,44,MG 44,,forestry,,
spec00045,https://search.lib.uidaho.edu/UID:CP71102896930001451,"T. B. Keith (Thomas Byron).  Papers, 1960-1968",MG,45,MG 45,,,agriculture,
spec00046,https://archiveswest.orbiscascade.org/ark:/80444/xv17447,"Harold Lough. Papers, 1957-1968",MG,46,MG 46,,,government,
spec00047,https://search.lib.uidaho.edu/UID:CP71162295810001451,"William Erwin Lee, 1882-1955. Papers, 1932-1956",MG,47,MG 47,,,government;speeches,
spec00048,https://search.lib.uidaho.edu/UID:CP71162296420001451,"Pontiac Mining Company. Records, 1919-1935",MG,48,MG 48,,mining,,
spec00049,https://archiveswest.orbiscascade.org/ark:/80444/xv50279,"Beacon for Mountain and Plain (Rafe Gibbs). Papers, 1919-1962",MG,49,MG 49,,university,,
spec00050,https://archiveswest.orbiscascade.org/ark:/80444/xv83453,"State Bank of Commerce, Wallace. Records, 1901-1911",MG,50,MG 50,,,business;politics,
spec00051,https://archiveswest.orbiscascade.org/ark:/80444/xv16078/,"Kendrick Gazette. Records, 1930-1965",MG,51,MG 51,,,business,
spec00052,https://archiveswest.orbiscascade.org/ark:/80444/xv48910,"Potlatch Forests, Inc., Camp 6. Records, 1927-1930",MG,52,MG 52,,forestry,,
spec00053,http://archiveswest.orbiscascade.org/ark:/80444/xv632659,"Earl David. Papers, 1909-1968",MG,53,MG 53,,,alumni;letters,
spec00054,https://archiveswest.orbiscascade.org/ark:/80444/xv81742,"James H. and Mary E. Forney. Papers, 1878-1889",MG,54,MG 54,,,,
spec00055,https://archiveswest.orbiscascade.org/ark:/80444/xv14369,"Burton Lee French. Papers, 1890-1954",MG,55,MG 55,,,legislators;correspondence;genealogy;alumni,
spec00056,https://archiveswest.orbiscascade.org/ark:/80444/xv47202,"Ordens der Hermannssohnne, Holzer-Loge No. 11, Uniontown, Washington. Records, 1890-1910",MG,56,MG 56,,,clubs and organizations,
spec00057,https://archiveswest.orbiscascade.org/ark:/80444/xv80033,"George Alexis Kellogg. Papers, 1940-1970",MG,57,MG 57,,,business,
spec00058,https://archiveswest.orbiscascade.org/ark:/80444/xv921111,"United Way of Moscow.  Records, 1956-1981",MG,58,MG 58,,,business;moscow,
spec00059,https://archiveswest.orbiscascade.org/ark:/80444/xv12660/,"Paul Conditt. Idaho Union List of Serials. Papers, 1959-1974",MG,59,MG 59,,,,
spec00060,https://search.lib.uidaho.edu/UID:CP71179302800001451,"Elna Kluver. Ledger, 1901-1902",MG,60,MG 60,,,business,
spec00061,https://archiveswest.orbiscascade.org/ark:/80444/xv45491,"Alpha of Idaho, Phi Beta Kappa. Records, 1921-1967",MG,61,MG 61,,university,clubs and organizations,
spec00062,https://archiveswest.orbiscascade.org/ark:/80444/xv78665/,"Harry and Argenta Miller. Papers, 1898-1969",MG,62,MG 62,,,correspondence;photographs;genealogy,
spec00063,https://search.lib.uidaho.edu/UID:CP71179311210001451,"Juliaetta (Idaho).  Justice Court. Docket, 1912-1924. ",MG,63,MG 63,,,legal documents,
spec00064,https://archiveswest.orbiscascade.org/ark:/80444/xv11290,"Moscow District Camp Fire Girls. Records, 1946-1984",MG,64,MG 64,,,clubs and organizations;moscow,
spec00065,https://archiveswest.orbiscascade.org/ark:/80444/xv44123,"Warren T. Shepperd Papers, 1899-1969",MG,65,MG 65,,forestry,,
spec00066,https://archiveswest.orbiscascade.org/ark:/80444/xv76954/,"Standard Dairy Company. Records, 1886-1938",MG,66,MG 66,,,business,
spec00067,https://archiveswest.orbiscascade.org/ark:/80444/xv09581,"Consolidated Insurance Agency. Records, 1921-1964",MG,67,MG 67,,,business,
spec00068,https://archiveswest.orbiscascade.org/ark:/80444/xv42414,"Rural Women's History Project. Papers, 1975-1980",MG,68,MG 68,,university,women,
spec00069,https://archiveswest.orbiscascade.org/ark:/80444/xv75245,"White Pine: King of Many Waters. Collection, 1964-1970",MG,69,MG 69,,forestry,,
spec00070,https://archiveswest.orbiscascade.org/ark:/80444/xv07872,"Faculty Club, University of Idaho. Records, 1945-1971",MG,70,MG 70,,university,clubs and organizations,
spec00071,https://search.lib.uidaho.edu/UID:CP71179283870001451,"Genesee Union Warehouse Company. Audit records, 1939-1952",MG,71,MG 71,,,business;latah county;agriculture,
spec00072,https://search.lib.uidaho.edu/UID:CP71179282510001451,"John B. Miller. Papers, 1910-1973",MG,72,MG 72,,,latah county;manuscripts;authors,
spec00073,https://archiveswest.orbiscascade.org/ark:/80444/xv40703,"Historical Club of Moscow, Idaho. Records, 1895-1979",MG,73,MG 73,,,women;clubs and organizations;moscow,
spec00074,https://archiveswest.orbiscascade.org/ark:/80444/xv722838,"Knights of Columbus.  Records, 1914-1981",MG,74,MG 74,,,clubs and organizations;moscow,
spec00075,https://search.lib.uidaho.edu/UID:CP71100845310001451,"Earl Malcolm Hause. Papers, 1949-1971",MG,75,MG 75,,,authors;manscripts,
spec00076,https://archiveswest.orbiscascade.org/ark:/80444/xv78979/,"Edward John Iddings. Scrapbooks, 1904-1954",MG,76,MG 76,https://www.lib.uidaho.edu/digital/iddings/,,,
spec00077,https://archiveswest.orbiscascade.org/ark:/80444/xv06502,"Ambrose Hammett Burroughs, Jr., Papers, 1919-1954",MG,77,MG 77,,mining,,
spec00078,https://archiveswest.orbiscascade.org/ark:/80444/xv39335/,"Albert B. Curtis. Public Land Law Review Commission. Papers, 1964-1970",MG,78,MG 78,,,,
spec00079,https://archiveswest.orbiscascade.org/ark:/80444/xv717559,"Idaho Public Employees Association.  Records, 1954-1974",MG,79,MG 79,,university,,
spec00080,https://archiveswest.orbiscascade.org/ark:/80444/xv72166,"Tiger Hotel Company. Records, 1909-1945",MG,80,MG 80,,mining,,
spec00081,https://archiveswest.orbiscascade.org/ark:/80444/xv04793,"Princeton-Harvard Highway District. Records, 1919-1950",MG,81,MG 81,,,,
spec00082,https://archiveswest.orbiscascade.org/ark:/80444/xv37625,"Moscow Post Office. Records, 1887-1959",MG,82,MG 82,,,,
spec00083,https://archiveswest.orbiscascade.org/ark:/80444/xv70457,"Frederic Corss Church. Papers, 1910-1966",MG,83,MG 83,,,,
spec00084,https://archiveswest.orbiscascade.org/ark:/80444/xv03084,"Carl Krueger. Papers, 1926-1983",MG,84,MG 84,,forestry,,
spec00085,https://archiveswest.orbiscascade.org/ark:/80444/xv35915,"Ben W. Davis. Papers, 1931-1976",MG,85,MG 85,,,,
spec00086,https://archiveswest.orbiscascade.org/ark:/80444/xv85406/,"Sierra Club, Northern Rockies Chapter. Records, 1967-2004 ",MG,86,MG 86,,forestry,clubs and organizations,
spec00087,https://search.lib.uidaho.edu/UID:CP71106248120001451,"Moscow (Idaho) Election. Records, 1969",MG,87,MG 87,,,politics;moscow,
spec00088,https://archiveswest.orbiscascade.org/ark:/80444/xv68748,"Charles Odell Brown. Papers, 1891-1915",MG,88,MG 88,,forestry,,
spec00089,https://archiveswest.orbiscascade.org/ark:/80444/xv01714,"Latah County Mental Health Association. Records, 1959-1975",MG,89,MG 89,,,,
spec00090,https://archiveswest.orbiscascade.org/ark:/80444/xv34546/,"Society Of American Foresters, Inland Empire Section. Records, 1938-1984",MG,90,MG 90,,forestry,,
spec00091,https://archiveswest.orbiscascade.org/ark:/80444/xv67378/,"C. Ben Ross. Papers, 1922-1945",MG,91,MG 91,,,,
spec00092,https://search.lib.uidaho.edu/UID:CP71157470670001451,"Adam Aulbach. Scrapbook, 1906-1947",MG,92,MG 92,,,,
spec00093,https://archiveswest.orbiscascade.org/ark:/80444/xv00005,"Compton I. White, Jr. Papers, 1963-1966",MG,93,MG 93,,forestry,,
spec00094,https://archiveswest.orbiscascade.org/ark:/80444/xv32837,"Faculty Women's Club. Records, 1941-1976",MG,94,MG 94,,university , clubs and organizations,
spec00095,https://search.lib.uidaho.edu/UID:CP71103361980001451,"American Association of University Professors.  University of Idaho Chapter. Records, 1956-1975. ",MG,95,MG 95,,university , clubs and organizations,
spec00096,https://archiveswest.orbiscascade.org/ark:/80444/xv65670,"Potlatch Forests, Inc. Records, 1910-1938",MG,96,MG 96,,forestry,,
spec00097,https://archiveswest.orbiscascade.org/ark:/80444/xv98501,"Floyd Frank. Papers, 1971-1977",MG,97,MG 97,,,,
spec00098,https://search.lib.uidaho.edu/UID:CP71153589830001451,"W. R. Crawford Papers, 1917-1935",MG,98,MG 98,,,,
spec00099,https://archiveswest.orbiscascade.org/ark:/80444/xv31127,"Gritman Memorial Hospital. Records, 1939-1985",MG,99,MG 99,,,,
spec00100,https://archiveswest.orbiscascade.org/ark:/80444/xv63960,"John F. Streiff. Papers, 1965-1977",MG,100,MG 100,,,,
spec00101,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/,"Frank Bruce Robinson. Papers, 1929-1951",MG,101,MG 101,,,religion;moscow;letters;speeches;scrapbooks,
spec00102,https://archiveswest.orbiscascade.org/ark:/80444/xv29758,"Village Of Craigmont. Records, 1921-1969",MG,102,MG 102,,,,
spec00103,https://search.lib.uidaho.edu/UID:CP71180148760001451,"National Extension Homemakers Council (U.S.) Edith Archibald homemaker, of Idaho; Dorothy Carlson; Ruth Bright oral historian. Oral History Collection, 1983",MG,103,MG 103,,,,
spec00104,https://archiveswest.orbiscascade.org/ark:/80444/xv62590,"Nez Perce Farmers County Mutual Fire Insurance Company. Records, 1905-1980",MG,104,MG 104,,,,
spec00105,https://archiveswest.orbiscascade.org/ark:/80444/xv95423/,"Idaho Constitutional Revision Commission. Papers, 1965-1970",MG,105,MG 105,,,,
spec00106,https://archiveswest.orbiscascade.org/ark:/80444/xv28049,"Lillie Mae Hermann. Papers, 1975-1979",MG,106,MG 106,,,,
spec00107,https://archiveswest.orbiscascade.org/ark:/80444/xv60882,"James Pinckney Pope. Papers, 1929-1951",MG,107,MG 107,,,,
spec00108,https://archiveswest.orbiscascade.org/ark:/80444/xv93713,"Palouse Hills Farm Museum Project. Records, 1979-1981",MG,108,MG 108,,university,,
spec00109,https://archiveswest.orbiscascade.org/ark:/80444/xv26340,"Women's Caucus of the University of Idaho. Records, 1971-1980",MG,109,MG 109,,university,,
spec00110,https://archiveswest.orbiscascade.org/ark:/80444/xv59171,"Weisgerber Brothers. Papers, 1863-1918",MG,110,MG 110,,,business,
spec00111,https://archiveswest.orbiscascade.org/ark:/80444/xv92345,"Denault Space Program. Memorabilia, 1969-1977",MG,111,MG 111,,,,
spec00112,https://search.lib.uidaho.edu/UID:CP71167429250001451,"Albert Justin Ohlson. Scrapbook, 1920-1981",MG,112,MG 112,,,,
spec00113,https://archiveswest.orbiscascade.org/ark:/80444/xv24970/,"Allen Conrad Morrill, Eleanor Dunlap Morrill. Papers, 1962-1982",MG,113,MG 113,,,,
spec00114,https://archiveswest.orbiscascade.org/ark:/80444/xv57803,"George Frederick Jewett, Sr. Papers, 1907-1963",MG,114,MG 114,,forestry,,
spec00115,https://archiveswest.orbiscascade.org/ark:/80444/xv90634,"Claude and Catherine Simpson. Papers, 1932-1981",MG,115,MG 115,,forestry,,
spec00116,https://archiveswest.orbiscascade.org/ark:/80444/xv23261,"Center For Native American Development. Records, 1972-1979",MG,116,MG 116,,,indigenous,
spec00117,https://search.lib.uidaho.edu/UID:CP71114187230001451,"John H. Eaton. Diaries, 1943-1944",MG,117,MG 117,,,environmental;military,
spec00118,https://archiveswest.orbiscascade.org/ark:/80444/xv56094,"Raycide Mosher. Civil War Letters, 1864-1865",MG,118,MG 118,,,military,
spec00119,https://archiveswest.orbiscascade.org/ark:/80444/xv88925,"Robert E. Hosack. Papers, 1947-1982",MG,119,MG 119,,,government,
spec00120,https://archiveswest.orbiscascade.org/ark:/80444/xv21552,"Nelson Auto Electric Co., Moscow, Idaho. Records, 1912-1961",MG,120,MG 120,,,business,
spec00121,https://search.lib.uidaho.edu/UID:CP71180124290001451,"Cort Conley. Manuscripts, 1982-1985",MG,121,MG 121,,,idaho,
spec00122,https://archiveswest.orbiscascade.org/ark:/80444/xv54383,"Glen R. Lockery. Papers, 1946-1980",MG,122,MG 122,,university,,
spec00123,https://archiveswest.orbiscascade.org/ark:/80444/xv87558,"C.W. Hickman. Papers, 1913-1955",MG,123,MG 123,,,agriculture,
spec00124,https://search.lib.uidaho.edu/UID:CP71177372580001451,"United Church Women of Moscow, Idaho. Scrapbook, 1957-1960. ",MG,124,MG 124,,,women;clubs and organizations,
spec00125,https://archiveswest.orbiscascade.org/ark:/80444/xv20183,"Edmund Chavez. Fund for the Performing Arts Center. Papers, 1959-1976",MG,125,MG 125,,university,,
spec00126,https://archiveswest.orbiscascade.org/ark:/80444/xv53016,Archive of Idaho Folklore. Papers 1963-1972,MG,126,MG 126,,,,
spec00127,https://search.lib.uidaho.edu/UID:CP71180144610001451,"William John McConnell. Scrapbook, 1890-1925.",MG,128,MG 128,,,government;scrapbooks,
spec00128,https://archiveswest.orbiscascade.org/ark:/80444/xv85847,"Isabel Miller. Papers, 1973-1981",MG,129,MG 129,,,women,
spec00129,https://archiveswest.orbiscascade.org/ark:/80444/xv18473,"Bunker Hill and Sullivan Mining Company. Records, 1894-1937",MG,130,MG 130,,mining,,
spec00130,https://search.lib.uidaho.edu/UID:CP71177372230001451,"Nez Perce Agency. Correspondence, 1871-1883",MG,131,MG 131,,,indigenous,
spec00131,https://search.lib.uidaho.edu/UID:CP71162599440001451,"E. E. Smith (Edward Elmer). Papers, 1914-1994",MG,132,MG 132,,,science fiction,
spec00132,https://archiveswest.orbiscascade.org/ark:/80444/xv51305/,"Mark P. Miller Milling Company. Records, 1940-1960",MG,133,MG 133,,mining,,
spec00133,https://archiveswest.orbiscascade.org/ark:/80444/xv84137,"James C. Evenden. Papers, 1910-1969",MG,134,MG 134,,forestry,,
spec00134,https://archiveswest.orbiscascade.org/ark:/80444/xv16764/,"Potlatch Lumber Company. Records, 1901-1979",MG,135,MG 135,https://www.lib.uidaho.edu/digital/FamilyTree/,forestry,,
spec00135,https://archiveswest.orbiscascade.org/ark:/80444/xv49595,"Albert L. Alford. Papers, 1913-1972",MG,136,MG 136,,,,
spec00136,https://archiveswest.orbiscascade.org/ark:/80444/xv82428/,"North Idaho Children's Home. Records, 1908-1984",MG,137,MG 137,,,,
spec00137,https://archiveswest.orbiscascade.org/ark:/80444/xv15395,"Harold Thornton Stearns. Papers, 1905-1975",MG,138,MG 138,,forestry,,
spec00138,https://archiveswest.orbiscascade.org/ark:/80444/xv48228,"Washington, Idaho &amp; Montana Railway Company. Records, 1903-1962",MG,139,MG 139,,forestry,,
spec00139,https://archiveswest.orbiscascade.org/ark:/80444/xv81059,"Shoshone County Flood Control Project. Records, 1935-1940",MG,140,MG 140,,,,
spec00140,https://search.lib.uidaho.edu/UID:CP71139879200001451,"University of Idaho, English Club. Records, 1918-1927",MG,141,MG 141,,university , clubs and organizations,
spec00141,https://archiveswest.orbiscascade.org/ark:/80444/xv13686,"Howard B. Stough. Papers, 1880-1972",MG,142,MG 142,,university,,
spec00142,https://archiveswest.orbiscascade.org/ark:/80444/xv46517,"Empire Copper Company. Records, 1900-1946",MG,143,MG 143,,mining,,
spec00143,https://archiveswest.orbiscascade.org/ark:/80444/xv79349,"Musical Heritage, SE Idaho. Presentations, 1977-1979",MG,144,MG 144,,,,
spec00144,https://archiveswest.orbiscascade.org/ark:/80444/xv11975,"History of Idaho Journalism. Student Papers, 1932-1960",MG,145,MG 145,,,,
spec00145,https://search.lib.uidaho.edu/UID:CP71139843220001451,"Kenneth Eugene Hungerford. Papers, 1954-1961.",MG,146,MG 146,,,,
spec00146,https://archiveswest.orbiscascade.org/ark:/80444/xv44807/,"Albert Bruce Curtis. Papers, 1927-1977",MG,147,MG 147,https://www.lib.uidaho.edu/digital/dworshak/,forestry,,
spec00147,https://archiveswest.orbiscascade.org/ark:/80444/xv77640,"Abe Mcgregor Goff. Papers, 1915-1968",MG,148,MG 148,,university;mining,government and politics;military;legal documents;world wars;photographs;moscow;airplanes,
spec00148,https://archiveswest.orbiscascade.org/ark:/80444/xv10607/,"Allen Sheeley Janssen. Papers, 1926-1980",MG,149,MG 149,,university,professors;engineers and engineering,
spec00149,https://archiveswest.orbiscascade.org/ark:/80444/xv43439,"R.C. Halliday and Company, Dillon, Montana. Letters from Idaho, 1885-1893",MG,150,MG 150,,,business;idaho;correspondence,
spec00150,https://archiveswest.orbiscascade.org/ark:/80444/xv76271,"Moscow Recycling Center. Secretary's Records, 1973-1986",MG,151,MG 151,,,moscow;business;minutes,
spec00151,https://archiveswest.orbiscascade.org/ark:/80444/xv08898,"Waterman's Floor Covering. Records, 1950-1976",MG,152,MG 152,,,moscow;business,
spec00152,https://search.lib.uidaho.edu/UID:CP71103840950001451,"Ernest William Hartung. Papers, 1974-1989",MG,154,MG 154,,,,
spec00153,https://search.lib.uidaho.edu/UID:CP71103847480001451,"Shepp Ranch (Idaho). Diaries, 1903-1971",MG,155,MG 155,,,ranches;diaries,
spec00154,https://search.lib.uidaho.edu/UID:CP71103845010001451,"Rollo P. Perkins. Diaries, 1928-1967",MG,156,MG 156,,forestry,diaries;forests,
spec00155,https://search.lib.uidaho.edu/UID:CP71103845900001451,"Idaho Panhandle National Forests. Oral histories, 1980-1981",MG,157,MG 157,,forestry,interviews;forests,
spec00156,https://search.lib.uidaho.edu/UID:CP71155924730001451,"Priest Lake Museum Association. Oral histories, 1983-[198-]",MG,158,MG 158,,,idaho;interviews,
spec00157,https://search.lib.uidaho.edu/UID:CP71180142160001451,"Nez Perce County Historical Society. Oral histories, 1982-[198-] ",MG,159,MG 159,,,nez perce county;idaho;interviews,
spec00158,https://search.lib.uidaho.edu/UID:CP71155926610001451,"Tau Mem Aleph. University of Idaho Chapter. Records, 1928-1939",MG,160,MG 160,,university,clubs and organizations,
spec00159,https://search.lib.uidaho.edu/UID:CP71105290090001451,"Aram and Sons. Records, 1890-1902",MG,161,MG 161,,,farms and farming,
spec00160,https://search.lib.uidaho.edu/UID:CP71155956700001451,"Edwin Noel Pennebaker. Mine plat maps, 1928-1958",MG,162,MG 162,,mining,shoshone county,
spec00161,https://archiveswest.orbiscascade.org/ark:/80444/xv29214/,"Idaho Third District Federation of Women's Clubs. Records, 1946-1986",MG,163,MG 163,,,women;clubs and organizations,
spec00162,https://search.lib.uidaho.edu/UID:CP71155958490001451,"Idaho Mining. Scrapbook, 1927-1928",MG,165,MG 165,,mining,idaho;scrapbooks,
spec00163,https://search.lib.uidaho.edu/UID:CP71155942320001451,"John Ford Sollers. Scrapbook, 1941-[194-] ",MG,166,MG 166,,university,scrapbooks,
spec00164,https://search.lib.uidaho.edu/UID:CP71179076690001451,"Richard B. Ott. Scrapbook, 1915-1919",MG,167,MG 167,,university,students;scrapbooks,
spec00165,https://search.lib.uidaho.edu/UID:CP71179076380001451,"Byrd Fanita Wall. Scrapbook, 1913-1916",MG,168,MG 168,,university,students;scrapbooks,
spec00166,https://search.lib.uidaho.edu/UID:CP71179075720001451,"Charlotte Lewis. Scrapbook, 1913-1921",MG,169,MG 169,,university,students;scrapbooks,
spec00167,https://search.lib.uidaho.edu/UID:CP71179075920001451,"Esther E. Thomas. Scrapbook, 1915-1919",MG,170,MG 170,,university,students;scrapbooks;world wars,
spec00168,https://search.lib.uidaho.edu/UID:CP71150547820001451,"Leslie E. Eddy. Scrapbook, [191-]-1978",MG,171,MG 171,,university,students;scrapbooks;world wars;farms and farming,
spec00169,https://search.lib.uidaho.edu/UID:CP71150549020001451,"Mary Elizabeth Kostalek. Scrapbook, 1932",MG,172,MG 172,,,athletics;scrapbooks,
spec00170,https://search.lib.uidaho.edu/UID:CP71150545810001451,"Hope Lumber Manufacturing Company. Records, 1908-1925",MG,173,MG 173,,forestry,lumbering,
spec00171,https://archiveswest.orbiscascade.org/ark:/80444/xv74562,"Michael Frome. Papers, 1959-1989",MG,174,MG 174,,forestry,,
spec00172,https://search.lib.uidaho.edu/UID:CP71150550480001451,"Mary Walker Eldridge. Diaries, 1907-1949",MG,175,MG 175,,,moscow;diaries,
spec00173,https://search.lib.uidaho.edu/UID:CP71150550340001451,"Jay Glover Eldridge. Diaries, 1892-1962",MG,176,MG 176,,university,professors;diaries,
spec00174,https://archiveswest.orbiscascade.org/ark:/80444/xv07187,"Olesen Family. Papers, 1887-1984",MG,177,MG 177,,,immigrants;legal documents;moscow,
spec00175,https://archiveswest.orbiscascade.org/ark:/80444/xv40019,"Corlann Gee Bush. Papers, 1976-1985",MG,178,MG 178,,university,professors;women;clubs and organizations,
spec00176,https://search.lib.uidaho.edu/UID:CP71179302220001451,"Kathryn Louise Healy. Scrapbooks, 1921-1926",MG,179,MG 179,,,students;schools;moscow;alumni,
spec00177,https://archiveswest.orbiscascade.org/ark:/80444/xv72851/,"Herbert Baldwin McKean. Papers, 1932-1985",MG,180,MG 180,,forestry,,
spec00178,https://archiveswest.orbiscascade.org/ark:/80444/xv05820/,"Jesse Everett Buchanan. Papers, 1917-1986",MG,181,MG 181,,university,presidents;engineers and engineering,
spec00179,https://archiveswest.orbiscascade.org/ark:/80444/xv38651,"Lalia Phipps Boone. Papers, 1950-1986",MG,182,MG 182,,,professors;authors;idaho,
spec00180,https://archiveswest.orbiscascade.org/ark:/80444/xv71483,"Hal Riegger. Papers, 1981-1986",MG,183,MG 183,,,railroads,
